Animal,closure_reason,reason,location,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude
dog,Case Closed. Closed date : 2023-06-05 08:33:16.363 Case Resolved Animal Care & Control states: The dog was taken to the shelter on 6/5/23 at 7:28 am  DG ,Animal Issues,196 Boylston St  Jamaica Plain  MA  02130,Jamaica Plain,11,11,1104,196 Boylston St,2130.0,42.314330835389846,-71.10128477415114
rabbit,Case Closed. Closed date : 2023-06-08 09:34:54.823 Per Animal Control: Picked up the rabbit and transporting to Angell. MS107.  ,Animal Issues,736 Cambridge St  Brighton  MA  02135,Brighton,15,21,2109,736 Cambridge St,2135.0,42.34957353187259,-71.14797979526016
bird,Case Closed. Closed date : 2023-06-10 12:05:21.67 Case Noted AC&C states: AF Responded to the above location. I searched the area. No bird was found  ,Animal Issues,INTERSECTION of Bianculli Blvd & William T Morrissey Blvd  Dorchester  MA  ,Dorchester,7,13,1310,INTERSECTION Bianculli Blvd & William T Morrissey Blvd,,42.3130477668139,-71.04647946386774
bat,Case Closed. Closed date : 2023-06-12 08:44:27.457 Case Resolved Animal Care & Control states: The residents were up when bat flew in an open window  the bat was released outside on 6/11/23 at 12:25 am  BM ,Animal Issues,23 Goldsmith St  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 19,1909,23 Goldsmith St,2130.0,42.30803960710363,-71.1191306964768
dog,Case Closed. Closed date : 2023-06-15 11:46:42.72 Case Resolved Patrolled area unable to locate owner and dog . IM/103   ,Animal Issues,INTERSECTION of G St & E Broadway  South Boston  MA  ,South Boston / South Boston Waterfront,5,6,0604,INTERSECTION G St & E Broadway,,42.33548256006267,-71.04426425741144
cat,Case Closed. Closed date : 2023-06-13 08:15:02.44 Per Animal Control: An ACO went by and spoke to the caller but was unable to capture the injured cat   ,Animal Issues,110 Bennington St  East Boston  MA  02128,East Boston,1,Ward 1,0106,110 Bennington St,2128.0,42.37653948890202,-71.03489035379259
dog,Case Closed. Closed date : 2023-07-27 08:18:55.993 Per Animal Control: 7/26/23- met caller  picked up dog transported to Boston animal shelter (Jones)  ,Animal Issues,8 Fidelis Way  Brighton  MA  02135,Allston / Brighton,15,Ward 21,2110,8 Fidelis Way,2135.0,42.344879633065,-71.14334066793624
squirrel,Case Closed. Closed date : 2023-06-16 19:57:43.133 Case Resolved AC&C states: Picked up the squirrel and transporting to Angell. MS107. ,Animal Issues,29 Woodstock Ave  Brighton  MA  02135,Allston / Brighton,15,Ward 21,2108,29 Woodstock Ave,2135.0,42.34539962548738,-71.13775065423262
dog,Case Closed. Closed date : 2023-06-20 08:34:26.85 Case Resolved Animal Care & Control states: The dog was taken to the shelter on 6/20/23 at 8:33 am  DG ,Animal Issues,59 Blake St  Mattapan  MA  02126,Mattapan,9,18,1806,59 Blake St,2126.0,42.26645019369749,-71.10669641302151
dog,"Case Closed. Closed date : 2023-11-02 09:10:28.247 Case Noted Animal Control states: ""I patrolled the park. Multiple dog owners leashed their dogs and left the park when approached.""  ",Animal Issues,INTERSECTION of M St & E First St  South Boston  MA  ,South Boston / South Boston Waterfront,5,6,0607,INTERSECTION M St & E First St,,42.33818150710414,-71.03341989030606
cat,Case Closed. Closed date : 2023-06-20 19:29:37.29 Case Resolved AC&C states: Picked up the cat and transporting to Angell. MS 107.  ,Animal Issues,828 Blue Hill Ave  Dorchester  MA  02124,Greater Mattapan,9,Ward 14,1409,828 Blue Hill Ave,2124.0,42.296279564703966,-71.08714065034908
cat,Case Closed. Closed date : 2023-06-28 22:56:42.303 Case Resolved AC&C states: AF I called the complainant. He said the cat passed away. I asked the mayors office to call BPW. ,Animal Issues,INTERSECTION of Mystic St & Medford St  Charlestown  MA  ,Charlestown,2,2,0205,INTERSECTION Mystic St & Medford St,,42.38088387843187,-71.06185024352473
raccoon,Case Closed. Closed date : 2023-06-29 16:52:17.66 Case Resolved Picked up the raccoon and transporting to Angell. MS 107.  ,Animal Issues,130 Brookway Rd  Roslindale  MA  02131,Roslindale,10,19,1911,130 Brookway Rd,2131.0,42.29214960980136,-71.11934073212824
raccoon,Case Closed. Closed date : 2023-07-01 22:34:54.69 Case Resolved AC&C sates: Baby raccoon was transported to Angell. - Munroe   ,Animal Issues,6 Carson St  Dorchester  MA  02125,Dorchester,7,Ward 13,1307,6 Carson St,2125.0,42.3193395184363,-71.05461052587204
bat,Case Closed. Closed date : 2023-07-02 15:34:25.09 Case Resolved AC&C states: The bat was taken to Angell for Rabies test  ,Animal Issues,42 Julian St  Dorchester  MA  02125,Roxbury,13,Ward 13,1301,42 Julian St,2125.0,42.3195495465644,-71.07568057253467
bird,Case Closed. Closed date : 2023-07-02 21:24:49.9 Case Resolved AC&C states: AF Responded to the above location. The bird was not injured. I left it in the area. ,Animal Issues,51 Maverick St  East Boston  MA  02128,East Boston,1,Ward 1,0103,51 Maverick St,2128.0,42.37113949768602,-71.04157038080653
cat,Case Closed. Closed date : 2023-07-03 09:55:05.45 Case Resolved Animal Care & Control states: Met with Boston Public Health Commission Officer and picked up the cat that was dead on arrival and took it to the shelter on 7/2/23 at 10:42pm  DG ,Animal Issues,35 Northampton St  Roxbury  MA  02118,Roxbury,6,08,0802,35 Northampton St,2118.0,42.333946538178765,-71.07503551235772
dog,Case Closed. Closed date : 2023-07-03 22:04:58.77 Case Resolved AC&C states: The dog owner was found and picked up the dog.- DG ,Animal Issues,223-225 Columbia Rd  Dorchester  MA  02121,Roxbury,13,Ward 14,1401,223-225 Columbia Rd,2121.0,42.30719954821903,-71.07595060085758
bird,Case Closed. Closed date : 2023-07-04 15:01:21.837 Case Resolved AC&C states: I picked up the bird and I am transporting it to angell. Munroe  ,Animal Issues,172 Orange St  Roslindale  MA  02131,Roslindale,10,Ward 20,2009,172 Orange St,2131.0,42.279859641066246,-71.14047080761648
beaver,Case Closed. Closed date : 2023-07-03 17:28:36.633 Case Resolved 311 called back and said that the caller said the beaver ran away and they didn’t know where it was. Call canceled  DG ,Animal Issues,50 Rockingham Rd  Mattapan  MA  02126,Greater Mattapan,9,Ward 18,1821,50 Rockingham Rd,2126.0,42.26924959051631,-71.1032707476382
cat,Case Closed. Closed date : 2023-07-03 21:59:51.59 Case Resolved AC&C states: The cat was taken to Angell. - DG  ,Animal Issues,85 Hamilton St  Dorchester  MA  02125,Dorchester,8,Ward 15,1502,85 Hamilton St,2125.0,42.30765953866176,-71.06926058484446
raccoon,Case Closed. Closed date : 2023-07-04 13:33:49.89 Case Resolved I released the raccoon in a safe area it was healthy. Munroe   ,Animal Issues,INTERSECTION of Leyden St & Bennington St  East Boston  MA  ,East Boston,1,1,0113,INTERSECTION Leyden St & Bennington St,,42.388327802032606,-71.00116517031016
cat,Case Closed. Closed date : 2023-07-05 22:32:45.253 Case Resolved AC&C states: 311 called and said that the owner was on scene and will take the cat to the Vet and spoke to the caller also to confirm this while en route -DG ,Animal Issues,88 Hudson St  Boston  MA  02111,Boston,4,03,0308,88 Hudson St,2111.0,42.348575972316446,-71.06067747463115
dog,Case Closed. Closed date : 2023-07-09 14:12:19.127 Case Resolved dog found ,Animal Issues,30 Saunders St  Allston  MA  02134,Allston / Brighton,15,Ward 21,2106,30 Saunders St,2134.0,42.35287963044223,-71.14216064721205
fly,Case Closed. Closed date : 2023-07-10 16:52:32.15 Case Resolved 7/10/23- call the caller and let them know that Animal Control had already responded to the same call. Bird is not injured just not able to fly adult birds were seen watching it.(Jones)  ,Animal Issues,1 City Hall Plz  Boston  MA  02201,Downtown / Financial District,3,Ward 3,0306,1 City Hall Plz,2201.0,42.36009951956698,-71.05814044259377
dog,Case Closed. Closed date : 2023-07-11 10:23:02.177 Case Resolved Animal Care & Control states: The dog was taken to Angell on 7/11/23 at 7:22 am  DG ,Animal Issues,INTERSECTION of Chelsea St & Vine St  Charlestown  MA  ,Charlestown,2,2,0202,INTERSECTION Chelsea St & Vine St,,42.3762258820146,-71.0552221987865
turkey,Case Closed. Closed date : 2023-07-11 12:31:57.457 Case Resolved 7/11/23-arrived and met with caller transporting young turkey to Animal Shelter PJ ,Animal Issues,451 Washington St  Dorchester  MA  02124,Dorchester,9,Ward 17,1701,451 Washington St,2124.0,42.29565954412922,-71.07248061894094
cat,Case Closed. Closed date : 2023-07-13 08:03:34.483 Per Animal Control: AF Responded to the above location. I searched the area. No cat was found.  ,Animal Issues,233 Washington St  Dorchester  MA  02121,Dorchester,8,Ward 14,1402,233 Washington St,2121.0,42.301689550419866,-71.07743061637612
dog,Case Closed. Closed date : 2023-07-18 14:28:07.81 Per Animal Control: I picked up the dog  transported to shelter. Munroe   ,Animal Issues,1165 Blue Hill Ave  Dorchester  MA  02124,Dorchester,9,14,1414,1165 Blue Hill Ave,2124.0,42.284689572698014,-71.09175068665323
fox,Case Closed. Closed date : 2023-07-21 08:57:39.883 Per Animal Control: AF Responded to the above location. I searched the area. No fox was found  ,Animal Issues,INTERSECTION of Seminole St & Cummins Hwy  Mattapan  MA  ,Hyde Park,10,18,1806,INTERSECTION Seminole St & Cummins Hwy,,42.273125252810594,-71.1080957532423
pigeon,Case Closed. Closed date : 2023-07-22 11:43:23.03 Case Resolved AC&C states: AF responded to the above location. The pigeon flew away when I touched it   ,Animal Issues,11 Wellsmere Ter  Roslindale  MA  02131,Roslindale,10,Ward 18,1810,11 Wellsmere Ter,2131.0,42.27986963189589,-71.13360079196984
dog,Case Closed. Closed date : 2023-07-23 15:21:24.507 Case Resolved AC&C states: Spoke to caller by phone  she is not home and the dog is at her house  she will call back in a few hours for the dog to be picked up.- DG ,Animal Issues,2 Humboldt Ave  Roxbury  MA  02119,Roxbury,13,Ward 12,1203,2 Humboldt Ave,2119.0,42.32056956035069,-71.08574059284352
cat,Case Closed. Closed date : 2023-07-21 11:48:39.05 Per Animal Control: I picked up the deceased cat and brought it to the shelter. BSG111  ,Animal Issues,41 Stratton St  Dorchester  MA  02124,Greater Mattapan,9,Ward 14,1412,41 Stratton St,2124.0,42.28960956662291,-71.08768066682495
dog,Case Closed. Closed date : 2023-07-24 14:01:41.777 Case Resolved An ACO was out and pick up the dog  PC ,Animal Issues,79 Buchanan Rd  Roslindale  MA  02132,West Roxbury,12,Ward 20,2006,79 Buchanan Rd,2132.0,42.29516963613471,-71.13847076828945
dog,Case Closed. Closed date : 2023-07-24 14:08:11.193 Per Animal Control: The dog was taken to the shelter  ,Animal Issues,650 Harrison Ave  Roxbury  MA  02118,Roxbury,6,08,0801,650 Harrison Ave,2118.0,42.3395199445768,-71.06915172756186
cat,Case Closed. Closed date : 2023-07-25 12:12:29.253 Case Resolved 7/25/23 picked up cat transporting to Angell (Jones)  ,Animal Issues,INTERSECTION of Cushing Ave & Jerome St  Dorchester  MA  ,Dorchester,13,13,1305,INTERSECTION Cushing Ave & Jerome St,,42.31475834125588,-71.06460945938643
dog,Case Closed. Closed date : 2023-07-27 08:14:32.22 Per Animal Control: AF Responded to the above location. I picked up the dog and will transport it to the shelter.  ,Animal Issues,20 Frazer St  Dorchester  MA  02124,Dorchester,7,Ward 16,1612,20 Frazer St,2124.0,42.28220951264894,-71.04867059487668
dog,Case Closed. Closed date : 2023-07-29 09:11:53.993 Case Resolved AC&C states: The dog was taken to the shelter -DG  ,Animal Issues,2400 Washington St  Roxbury  MA  02119,Roxbury,13,12,1201,2400 Washington St,2119.0,42.32843360753939,-71.08567390630859
dog,Case Closed. Closed date : 2023-07-29 15:26:14.3 Case Noted AC&C states: I met with the dog owner and issued a 10 day quarantine. Munroe  ,Animal Issues,130 Appleton St  Boston  MA  02116,South End,6,04,0401,130 Appleton St,2116.0,42.34479108071066,-71.07508743941253
raccoon,Case Closed. Closed date : 2023-07-31 04:49:10.933 Case Resolved AC&C states: The sick raccoon was taken to Angell.- DG ,Animal Issues,14 Rocky Nook Ter  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 11,1107,14 Rocky Nook Ter,2130.0,42.30937958295228,-71.10177065364222
dog,Case Closed. Closed date : 2023-07-31 17:54:49.767 Case Resolved A quarantine order and citation was issued to the dog owner. MS107.  ,Animal Issues,INTERSECTION of Byrd Ave & Neponset Ave  Roslindale  MA  ,Jamaica Plain,10,19,1912,INTERSECTION Byrd Ave & Neponset Ave,,42.28646868893036,-71.11461442547278
cat,Case Closed. Closed date : 2023-08-07 09:35:55.627 Per Animal Control: I searched the area and found a cat under a car at 3960 Washington St. The cat did not appear injured and walked away when approached. BSG111  ,Animal Issues,INTERSECTION of Colgate Rd & Washington St  Roslindale  MA  ,Roslindale,10,19,1911,INTERSECTION Colgate Rd & Washington St,,42.293293458625485,-71.1208385112604
dog,Case Closed. Closed date : 2023-08-07 15:41:42.6 Case Resolved The dog owner picked up the dog prior to my arrival   ,Animal Issues,1708 Centre St  West Roxbury  MA  02132,West Roxbury,10,20,2007,1708 Centre St,2132.0,42.28682233716269,-71.14839201849146
bat,Case Closed. Closed date : 2023-08-07 14:22:39.2 Case Resolved AF Responded to the above location. No contact. I released the bat  ,Animal Issues,47 Glenmont Rd  Brighton  MA  02135,Allston / Brighton,15,Ward 22,2208,47 Glenmont Rd,2135.0,42.34598965588034,-71.16064070439158
pigeon,Case Closed. Closed date : 2023-08-07 17:09:58.287 Case Resolved I picked up the injured pigeon and will transport to the shelter. BSG111  ,Animal Issues,470 Meridian St  East Boston  MA  02128,East Boston,1,Ward 1,0108,470 Meridian St,2128.0,42.38286130940633,-71.03980031223335
dog,Case Closed. Closed date : 2023-06-24 14:48:29.13 Case Noted AC&C states: AF Responded to the above location. I dog lives in apartment #305. No one was home. I left a citation at the door. The Concierge said he hasn’t seen the owner in over a day. I told him if he does not hear from the owner in 24 hours. Let us know. ,Animal Issues,1 Park Ln  Boston  MA  02210,Boston,5,06,0601,1 Park Ln,2210.0,42.3480408887412,-71.0381422678285
dog,Case Closed. Closed date : 2023-08-08 21:31:38.637 Case Resolved AC&C states: AF Responded to the above location. The dog was driven to B-2. I picked up the dog & transported it to the shelter. The 2 people bitten refused to give their information. ,Animal Issues,INTERSECTION of Drayton Ave & Quincy St  Dorchester  MA  ,Dorchester,8,15,1501,INTERSECTION Drayton Ave & Quincy St,,42.31161876916227,-71.07094732705693
dog,Case Closed. Closed date : 2023-08-10 18:17:15.87 Case Resolved AC&C states Captured the dog and returned to owner  who later arrived. MS 107. ,Animal Issues,280 Beacon St  Boston  MA  02116,Back Bay,14,Ward 5,0507,280 Beacon St,2116.0,42.35337955050958,-71.08122050963412
gull,Case Closed. Closed date : 2023-08-11 17:51:45.807 Case Resolved I picked up the injured fledgling gull and transported it to angell. Munroe   ,Animal Issues,340 W Second St  South Boston  MA  02127,South Boston,5,06,0604,340 W Second St,2127.0,42.33875783316208,-71.04678236282486
raccoon,Case Closed. Closed date : 2023-08-10 22:31:56.62 Case Resolved AC&C states: AF Responded to the above location. The raccoon was gone when I arrived. ,Animal Issues,76 Crispus Attucks Pl  Roxbury  MA  02119,Roxbury,13,Ward 9,0905,76 Crispus Attucks Pl,2119.0,42.32386956295134,-71.08821059109216
bat,Case Closed. Closed date : 2023-08-11 09:29:09.97 Per Animal Control: AF Responded to the above location. I picked up the bat and will transport it to the MSPCA.  ,Animal Issues,8 Fairview St  Roslindale  MA  02131,Roslindale,10,Ward 20,2004,8 Fairview St,2131.0,42.28862962677648,-71.13116076672223
bird,Case Closed. Closed date : 2023-08-11 10:27:55.413 Case Resolved Pick up bird transport to shelter   PC  ,Animal Issues,INTERSECTION of Atkinson St & Southampton St  Roxbury  MA  ,South Boston / South Boston Waterfront,6,8,0802,INTERSECTION Atkinson St & Southampton St,,42.33189680734591,-71.0690823001915
bird,Case Closed. Closed date : 2023-08-14 17:57:43.11 Case Resolved 8/13/23- responded to location  spoke w caller  located injured bird transporting to Angell (Jones)  ,Animal Issues,28 Grove St  Boston  MA  02114,Beacon Hill,14,Ward 5,0504,28 Grove St,2114.0,42.36015953292411,-71.068540466083
bat,Case Closed. Closed date : 2023-08-15 09:07:58.67 Case Noted AC&C states: Made contact via phone with the constituent  who stated she didn’t know where in the house the bat was. I advised her to call back if its location is known. MS107 ,Animal Issues,400 Bowdoin St  Dorchester  MA  02125,Dorchester,8,Ward 15,1504,400 Bowdoin St,2125.0,42.30995953093097,-71.06381056712092
bat,Case Closed. Closed date : 2023-08-15 11:41:48.583 Case Resolved I picked up the bat and brought it to the state lab for rabies testing. BSG111  ,Animal Issues,443 Shawmut Ave  Roxbury  MA  02118,South End,6,Ward 9,0901,443 Shawmut Ave,2118.0,42.339159543308455,-71.07470052652411
cat,Case Closed. Closed date : 2023-08-15 10:19:35.28 Case Resolved AC&C states: The bat was gone on arrival  and placed the resident cat under a 45 day quarantine. MS 107. ,Animal Issues,48 Strathmore Rd  Brighton  MA  02135,Allston / Brighton,15,Ward 21,2114,48 Strathmore Rd,2135.0,42.33759964005111,-71.14763069394944
dog,Case Closed. Closed date : 2023-08-15 20:02:19.547 Case Noted AC&C states: Constituent called back and stated the dog was gone. MS107 ,Animal Issues,748 Cummins Hwy  Mattapan  MA  02126,Greater Mattapan,9,Ward 18,1821,748 Cummins Hwy,2126.0,42.27074958733912,-71.10124073965065
bat,Case Closed. Closed date : 2023-08-20 16:09:08.823 Case Resolved AC&C states: Picked up the bat and transporting to Angell for testing. MS 107. ,Animal Issues,210 Callender St  Dorchester  MA  02124,Greater Mattapan,9,Ward 14,1412,210 Callender St,2124.0,42.28825956739452,-71.08825067042426
dog,Case Closed. Closed date : 2023-08-20 18:55:53.89 Case Resolved AC&c states: I called the complainant. He will take the dog to our shelter.-AF ,Animal Issues,INTERSECTION of Cedar St & River St  Mattapan  MA  ,Dorchester,7,17,1714,INTERSECTION Cedar St & River St,,42.27138845906592,-71.07499934045109
rabbit,Case Closed. Closed date : 2023-08-20 18:17:00.85 Case Resolved AC&C states: The injured rabbit was taken to the MSPCA. DG ,Animal Issues,50 Commonwealth Ave  Boston  MA  02116,Back Bay,14,Ward 5,0506,50 Commonwealth Ave,2116.0,42.35255131393253,-71.07395511134304
goose,Case Closed. Closed date : 2023-08-20 17:58:05.987 Case Resolved AC&C states: The injured goose was taken to Angell. - DG ,Animal Issues,65R Boston St  Dorchester  MA  02125,Dorchester,5,07,0708,65R Boston St,2125.0,42.32823024150581,-71.06000433288534
bat,Case Closed. Closed date : 2023-08-21 14:03:14.36 Case Resolved I picked up the bat transporting it to angell for rabies test prep. Munroe   ,Animal Issues,36 Cushing Ave  Dorchester  MA  02125,Dorchester,13,Ward 13,1305,36 Cushing Ave,2125.0,42.3154195318844,-71.06428055607307
pigeon,Case Closed. Closed date : 2023-08-22 11:48:39.75 Case Resolved Picked up the pigeon and transporting to Angell. MS107. ,Animal Issues,535 Boylston St  Boston  MA  02116,Boston,14,05,0507,535 Boylston St,2116.0,42.35086595849906,-71.07557731504775
crow,Case Closed. Closed date : 2023-08-23 21:05:51.123 Case Resolved AC&C states: I picked up the crow transporting it to angell. Munroe  ,Animal Issues,4 Harley St  Dorchester  MA  02124,Dorchester,8,Ward 17,1709,4 Harley St,2124.0,42.288009541010105,-71.06914062831633
pigeon,Case Closed. Closed date : 2023-08-23 17:10:57.777 Case Resolved 8/23/23- responded to call location  looked up all isles in parking lot . No injured pigeon seen all pigeon’s that were in area appeared healthy (Jones)  ,Animal Issues,INTERSECTION of Old Colony Ave & William T Morrissey Blvd  Dorchester  MA  ,Dorchester,7,13,1303,INTERSECTION Old Colony Ave & William T Morrissey Blvd,,42.32096042071896,-71.05101851861632
skunk,Case Closed. Closed date : 2023-08-29 12:25:37.51 Case Resolved 8/29/23- picked up skunk transported to Boston animal shelter  spoke with caller  no contact known (Jones)  ,Animal Issues,19 Asticou Rd  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 19,1902,19 Asticou Rd,2130.0,42.30042960305895,-71.11536070481897
dog,Case Closed. Closed date : 2023-08-31 21:32:19.413 Case Noted AC&C states: Made contact with the dog owner  and observed the dog  which appeared to be in very good condition  and had a current license. Complaint appears to be unfounded. MS107 ,Animal Issues,31 Woodgate St  Mattapan  MA  02126,Greater Mattapan,9,Ward 18,1801,31 Woodgate St,2126.0,42.27660955625294,-71.07952067712833
cat,Case Closed. Closed date : 2023-08-31 21:35:33.91 Case Resolved AC&C states: Picked up the cat and transporting to the shelter. MS107.  ,Animal Issues,155 Geneva Ave  Dorchester  MA  02121,Roxbury,8,Ward 14,1404,155 Geneva Ave,2121.0,42.30534955056336,-71.07766060872903
dog,Case Closed. Closed date : 2023-09-01 11:02:36.367 Case Resolved AF Responded to the above location. The owner signed the dog over. I will transport it to the shelter   ,Animal Issues,141 Hollingsworth St  Mattapan  MA  02126,Hyde Park,9,Ward 18,1805,141 Hollingsworth St,2126.0,42.26610958845045,-71.1014807499489
dog,Case Closed. Closed date : 2023-09-01 21:15:03.45 Case Noted AC&C states: Responded to location. I spoke with caller but I was unable make contact with the dog owner. I left a notice regarding the complaint. Munroe ,Animal Issues,143 Harrishof St  Dorchester  MA  02121,Roxbury,13,Ward 12,1208,143 Harrishof St,2121.0,42.31760956714439,-71.09089061111779
dog,Case Closed. Closed date : 2023-09-02 10:24:31.743 Case Resolved AC&C states: Spoke to the guy who lives in # 87A W.Cedar Street and he said that the BPD just left and that the dog was visiting for the weekend and appeared in adequate condition. -DG ,Animal Issues,87A W Cedar St  Boston  MA  02114,Beacon Hill,14,Ward 5,0504,87A W Cedar St,2114.0,42.36046953497771,-71.06990046815395
skunk,Case Closed. Closed date : 2023-09-02 10:34:05.193 Case Noted AC&C states: Unable to capture the skunk  this is a place of business ( laundromat) educated owner and also recommended a pest control company. -DG ,Animal Issues,411 Meridian St  East Boston  MA  02128,East Boston,1,Ward 1,0108,411 Meridian St,2128.0,42.38067949356055,-71.03885035346177
dog,Case Closed. Closed date : 2023-09-03 16:39:51.203 Case Resolved AC&C states: Responded to location. Multi unit building. I was unable to locate the owner of the dog. Apartment 5 did have a dog but said that his dog wasn’t barking he was home with it all night. Munroe  ,Animal Issues,116 Sutherland Rd  Brighton  MA  02135,Allston / Brighton,15,Ward 21,2113,116 Sutherland Rd,2135.0,42.3400596410214,-71.14842068993322
raccoon,Case Closed. Closed date : 2023-09-04 15:51:53.55 Case Resolved AC&C states: Picked up the raccoon and transporting to Angell. MS 107. ,Animal Issues,18 Magee St  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1822,18 Magee St,2136.0,42.26453962444016,-71.12631081019026
crow,Case Closed. Closed date : 2023-09-06 17:43:43.42 Case Resolved Picked up the crow and transporting to Angell. MS107.  ,Animal Issues,111 Ocean St  Dorchester  MA  02124,Dorchester,8,Ward 17,1709,111 Ocean St,2124.0,42.28823953901947,-71.06786062526781
squirrel,Case Closed. Closed date : 2023-09-07 18:23:46.83 Case Resolved AC&C states: The juvenile squirrel did not appear to be injured and I left it at the base of the tree where its nest was for the mother squirrel to retrieve it. Made contact with the constituent who will monitor. MS 107. ,Animal Issues,633 Centre St  Jamaica Plain  MA  02130,Jamaica Plain,11,19,1905,633 Centre St,2130.0,42.3137342196463,-71.11466249495805
raccoon,Case Closed. Closed date : 2023-09-09 12:20:24.653 Case Resolved AC&C states: The baby raccoon appeared healthy and was able to climb a rock wall and leave the property. I advised the constituent to remove the tarps and couches it was hiding in. BSG111   ,Animal Issues,241 Heath St  Mission Hill  MA  02130,Mission Hill,11,Ward 10,1006,241 Heath St,2130.0,42.327289588829466,-71.10784062760713
cat,Case Closed. Closed date : 2023-06-25 15:50:46.453 Case Resolved AC&C states: Picked up the cat and transporting to Angell. ,Animal Issues,11 Victoria St  Dorchester  MA  02125,Dorchester,7,Ward 13,1308,11 Victoria St,2125.0,42.31586952349589,-71.05807054081548
cat,Case Closed. Closed date : 2023-09-12 20:31:33.083 Case Noted AC&C states: Unable to capture the cat  set a trap  which the constituent is monitoring. MS 107. ,Animal Issues,6 Woodbine St  Roxbury  MA  02119,Roxbury,13,Ward 12,1204,6 Woodbine St,2119.0,42.31974955355938,-71.08088058378921
dog,Case Closed. Closed date : 2023-09-13 09:14:24.04  I called the complainant. He said he found the dog owner last night. The dog was returned.  ,Animal Issues,65 Lewis St  East Boston  MA  02128,East Boston,1,01,0103,65 Lewis St,2128.0,42.36766002449966,-71.04239547945903
dog,Case Closed. Closed date : 2023-09-13 17:07:32.097 Case Resolved Responded to location the dog was gone on arrival. Munroe   ,Animal Issues,67 E Cottage St  Dorchester  MA  02125,Dorchester,13,07,0710,67 E Cottage St,2125.0,42.32049972112622,-71.06772070936137
cat,Case Closed. Closed date : 2023-09-14 17:05:57.023 Case Resolved Picked up the cat and transported it to the shelter. Munroe   ,Animal Issues,41 Aspinwall Rd  Dorchester  MA  02124,Dorchester,9,Ward 17,1703,41 Aspinwall Rd,2124.0,42.29159954734652,-71.07423063170503
cat,"Case Closed. Closed date : 2023-09-15 10:54:10.65 Case Resolved Animal control states: ""spoke to caller no cat for surrender"" ",Animal Issues,1 Cliffmont St  Roslindale  MA  02131,Roslindale,10,18,1809,1 Cliffmont St,2131.0,42.27754611610193,-71.12078770331114
dog,Case Closed. Closed date : 2023-09-15 20:36:45.063 Case Resolved AC&C states: Picked up the dog and transporting to the shelter. MS 107. ,Animal Issues,92 Mount Ida Rd  Dorchester  MA  02122,Dorchester,8,15,1509,92 Mount Ida Rd,2122.0,42.30457811652122,-71.06376511041793
cat,"Case Closed. Closed date : 2023-09-18 09:30:27.42 Case Resolved Animal control states: ""The dead cat was taken to the shelter"" ",Animal Issues,445 Meridian St  East Boston  MA  02128,East Boston,1,Ward 1,0108,445 Meridian St,2128.0,42.38179649364893,-71.03905535142394
dog,Case Closed. Closed date : 2023-09-18 16:18:04.507 Case Resolved Picked up the dog and transporting to the owner for a field return and citation. MS107.  ,Animal Issues,605 Washington St  Dorchester  MA  02124,Dorchester,9,17,1705,605 Washington St,2124.0,42.29044269370373,-71.07177594103753
pigeon,Case Closed. Closed date : 2023-09-24 14:43:44.673 The dead pigeon was taken to the shelter for disposal- AC ,Animal Issues,65 Whiting St  Roxbury  MA  02119,Roxbury,13,Ward 12,1201,65 Whiting St,2119.0,42.324949550860985,-71.07937056916589
cat,Case Closed. Closed date : 2023-09-24 14:18:57.777 9/24/23- picked up sick cat transported to Angell- AC ,Animal Issues,40 Hansborough St  Dorchester  MA  02124,Greater Mattapan,9,Ward 14,1411,40 Hansborough St,2124.0,42.288029572952055,-71.09209068034215
dog,Case Closed. Closed date : 2023-09-28 17:39:28.943 Case Resolved I transported the dog to the shelter. Munroe   ,Animal Issues,75 Sierra Rd  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1820,75 Sierra Rd,2136.0,42.23716969105255,-71.12693085552873
gull,"Case Closed. Closed date : 2023-10-02 09:25:34.433 Case Resolved Animal COntrol states: ""The gull was transported to Angell."" ",Animal Issues,420 E St  Boston  MA  02210,South Boston / South Boston Waterfront,5,Ward 6,0601,420 E St,2210.0,42.341739504885176,-71.04546045534399
bird,"Case Closed. Closed date : 2023-10-02 09:17:04.237 Case Resolved Animal Control states: ""Picked up the bird transporting it to angell."" ",Animal Issues,80 Brookway Rd  Roslindale  MA  02131,Roslindale,10,19,1911,80 Brookway Rd,2131.0,42.29320960897369,-71.11888072871956
squirrel,"Case Closed. Closed date : 2023-10-02 09:13:28.467 Case Resolved Animal control states: ""Responded to location the squirrel was above the ceiling in a unfinished basement. I was unable to capture. Advised caller to hire a pest control company. "" ",Animal Issues,6 Andria Rd  Mattapan  MA  02126,Hyde Park,10,Ward 18,1806,6 Andria Rd,2126.0,42.26492959949204,-71.10881076978878
dog,"Case Closed. Closed date : 2023-10-02 09:10:25.687 Case Resolved Animal Control states: ""10/1/23- patrolled area UTL this dog  no call number provided"" ",Animal Issues,451 Dudley St  Roxbury  MA  02119,Roxbury,13,Ward 8,0805,451 Dudley St,2119.0,42.32397954445748,-71.07434055927789
